merchantName,description,category
cafe ben yedder,paiement carte restaurant ariana,RESTAURANT
louage,course taxi lac,TRANSPORT
كراء,loyer appartement aout,LOGEMENT
Company Payroll,bonus entreprise avril,SALAIRE
mall achat,paiement buying accessories tunis 1655,SHOPPING
Online Academy,frais inscription 2026,EDUCATION
restaurant el bey,paiement carte restaurant la marsa,RESTAURANT
كراء,paiement syndic building frais avril en ligne,LOGEMENT
SERVICE INCONNU,paiement operation non connue 5802,AUTRE
clinique el amen,paiement achat medicaments manar 6958,SANTE
randompay,paiement autre paiement ref778,AUTRE
Wifi Bill,water facture juin virement,FACTURES
tunisietelecom,wifi abonnement mars mastercard,FACTURES
salary transfer,paiement virement salaire mai,SALAIRE
Geant,boucherie alimentation gabes,ALIMENTATION
mg,courses maison manouba 4263,ALIMENTATION
pullandbear,personal care achat centre ville 5666,SHOPPING
coffee shop,cafe avec amis ariana,RESTAURANT
bolt,trajet travail ariana 4580 carte bancaire,TRANSPORT
bershka,buying accessories,SHOPPING
geant,paniers cuisine lac 1868,ALIMENTATION
internet provider,recharge internet maison,FACTURES
Sport Club Fun,paiement film weekend mars,LOISIRS
مختبر,analyse sanguine tunis,SANTE
Medecin,paiement consultation medicale 8907,SANTE
لواج,paiement transport lac 6353,TRANSPORT
Sport Club Fun,abonnement netflix weekend,LOISIRS
Steam,film weekend famille virement,LOISIRS
جامعة,paiement training frais semestre 2,EDUCATION
أوريدو,paiement telecom facture avril 2021,FACTURES
wifi bill,wifi abonnement mars,FACTURES
parfumerie,paiement mall achat en ligne 2961,SHOPPING
udemy,paiement cours 2026,EDUCATION
تعليم,paiement course abonnement mars,EDUCATION
وكالة عقارية,maison loyer paiement 3111,LOGEMENT
ooredoo,paiement recharge internet 4g mastercard,FACTURES
campus service,paiement cours mars 6339,EDUCATION
INVESTMENT SAVING,epargne contribution avril,EPARGNE
location maison,paiement loyer mensuel fevrier 3179 virement,LOGEMENT
station metro,paiement transport quotidien sousse visa,TRANSPORT
compte epargne,epargne versement janvier 9674,EPARGNE
fast food,snack paiement,RESTAURANT
xbox,paiement achat console game avril,LOISIRS
تعليم,paiement frais inscription 9527,EDUCATION
ادخار,mensuel epargne 8483,EPARGNE
مطعم,dejeuner sousse visa,RESTAURANT
xyz123,non classe paiement,AUTRE
CINEMA,paiement weekend loisirs famille,LOISIRS
عطار,paiement achat epicerie ariana mastercard,ALIMENTATION
دكان,achat epicerie ariana 6907,ALIMENTATION
burger king,paiement snack paiement manar,RESTAURANT
Company Payroll,company payroll juin,SALAIRE
Chapati House,paiement commande repas lac 865,RESTAURANT
PAIE,bonus entreprise fevrier,SALAIRE
placement,epargne mensuelle,EPARGNE
sportclubfun,paiement entertainment paiement mensuel 3167,LOISIRS
unknown merchant,paiement divers ref001 6355,AUTRE
HOSPITAL,consultation medicale visa,SANTE
BOUCHERIE SLIM,paiement boucherie alimentation sfax carte,ALIMENTATION
سينما,paiement jeu video mars 9136 carte,LOISIRS
SALON BEAUTE,soin capillaire centre ville,SHOPPING
SPOTIFY,weekend loisirs mars 680,LOISIRS
fruitsshop,boucherie alimentation bizerte,ALIMENTATION
orange,paiement facture juin,FACTURES
gaming store,gaming achat weekend 2254,LOISIRS
ترفيه,abonnement plateforme premium,LOISIRS
taxi tunis,paiement uber trajet marsa,TRANSPORT
tunisie telecom,paiement facture mobile mai visa,FACTURES
Transport Public,trajet travail sfax,TRANSPORT
payroll,versement employeur juin en ligne,SALAIRE
مكتبة,university paiement 2026 visa,EDUCATION
clinique,visite medicale,SANTE
cliniqueelamen,paiement pharmacy achat manar,SANTE
livret,placement personnel mars mastercard,EPARGNE
Apartment Owner,paiement loyer janvier,LOGEMENT
coursera,paiement cours 2026,EDUCATION
SAVINGS TRANSFER,virement epargne,EPARGNE
property service,location paiement septembre,LOGEMENT
barber shop,achat sport,SHOPPING
دكان,epicerie quotidienne sousse,ALIMENTATION
BONUS ENTREPRISE,paiement virement salaire 2026 en ligne,SALAIRE
universite,paiement frais universite mastercard,EDUCATION
gaming store,paiement entertainment paiement mensuel virement,LOISIRS
COMPTE EPARGNE,paiement virement epargne avril,EPARGNE
gare routiere,bus pass 2880,TRANSPORT
صيدلية,consultation medicale tunis,SANTE
louage,paiement transport bizerte,TRANSPORT
esprit,paiement cours 8003,EDUCATION
hrpayment,paiement paie mensuelle,SALAIRE
prime,paiement bonus entreprise avril,SALAIRE
مواصلات,uber trajet sousse carte,TRANSPORT
unknown merchant,divers ref001,AUTRE
Barber Shop,achat sport marsa 7523,SHOPPING
savings transfer,epargne versement avril,EPARGNE
isp tunis,paiement mobile recharge tunis,FACTURES
عطار,paiement achats menageres manouba,ALIMENTATION
مطعم المزة,fast nourriture commande centre ville en ligne,RESTAURANT
radiologie,paiement consultation medicale lac 6371,SANTE
playstation,music abonnement weekend 2456,LOISIRS
gamingstore,streaming service 6901,LOISIRS
مختبر,paiement analyses tunis 9972,SANTE
company payroll,paie mensuelle mars,SALAIRE
esprit,paiement cours semestre 1 3768,EDUCATION
dentiste,visite medicale ariana,SANTE
hr payment,paiement virement salaire juin 8229 virement,SALAIRE
عطار,supermarket achat gabes,ALIMENTATION
hm,achat sport tunis,SHOPPING
radiologie,achat medicament tunis,SANTE
xyz123,transaction non classee ref778 carte bancaire,AUTRE
game pass,paiement fun activity weekend,LOISIRS
SALARY TRANSFER,virement salaire fevrier 8889,SALAIRE
magasin general,paiement courses tunis,ALIMENTATION
hm,paiement coupe cheveux lac,SHOPPING
compte epargne,virement epargne fevrier 3027,EPARGNE
livret,epargne mensuelle fevrier,EPARGNE
kfc,paiement cafe lac 2886,RESTAURANT
online shop,paiement achat vetements marsa 972,SHOPPING
loyer,paiement loyer mars,LOGEMENT
rent apartment,paiement versement logement aout 4329,LOGEMENT
cafe ben yedder,paiement restaurant paiement sousse mastercard,RESTAURANT
Magasin General,nourriture groceries ariana 7712,ALIMENTATION
chapati house,paiement lunch meal sousse,RESTAURANT
esprit,paiement cours,EDUCATION
geant,paiement courses,ALIMENTATION
salaire,paie mensuelle mars 4658,SALAIRE
وكالةعقارية,frais logement,LOGEMENT
sport club fun,jeu video avril,LOISIRS
landlord,residence frais avril,LOGEMENT
disney plus,entertainment paiement mars,LOISIRS
laboratoire,paiement medical appointment ariana,SANTE
سوق,nourriture groceries sfax en ligne,ALIMENTATION
Laboratoire,analyses lac 4843,SANTE
syndic,paiement apartment location juillet 2267,LOGEMENT
service inconnu,autre paiement 2026 2476,AUTRE
boucherie slim,paiement achats menageres,ALIMENTATION
disney plus,achat console game,LOISIRS
medecin,paiement soins medicaux lac,SANTE
hanout,achats menageres gabes,ALIMENTATION
SPORT CLUB FUN,cinema ticket mensuel,LOISIRS
hr payment,paiement virement salaire 2026,SALAIRE
Xbox,paiement cinema ticket premium 5428,LOISIRS
Louage,paiement transport ville marsa carte,TRANSPORT
epargne,paiement reservation argent fevrier,EPARGNE
pharma plus,bilan de sante lac,SANTE
أوريدو,paiement facture,FACTURES
dentiste,ordonnance medicaments tunis,SANTE
spotify,paiement gaming achat weekend,LOISIRS
parfumerie,soin capillaire centre ville,SHOPPING
KHALLAS UNKNOWN,service inconnu tunis,AUTRE
جامعة,paiement course abonnement mars 5120,EDUCATION
magasin general,paiement achat cuisine manouba 4499,ALIMENTATION
سنديك,paiement maison loyer paiement juin,LOGEMENT
hospital,consultation medicale sfax 1860,SANTE
amazon,hjema tunis,SHOPPING
misc,inconnu operation,AUTRE
كراء,paiement loyer mai 9124,LOGEMENT
فاتورة,paiement facture mars,FACTURES
decathlon,haircut men marsa virement,SHOPPING
ترفيه,cinema ticket mars 2949,LOISIRS
INVESTMENT SAVING,mensuel epargne janvier 5163,EPARGNE
rent apartment,syndic building frais septembre,LOGEMENT
كراء,charges immeuble mars,LOGEMENT
مكتبة,formation data science,EDUCATION
home rent,loyer appartement juin 4656,LOGEMENT
مكتبة,formation data science avril,EDUCATION
plan epargne,paiement epargne versement fevrier 3154 virement,EPARGNE
universite,education paiement 2026 1008,EDUCATION
laboratoire,ordonnance medicaments manar virement,SANTE
pull and bear,paiement soin capillaire tunis visa,SHOPPING
service taxi,trajet paiement sfax,TRANSPORT
compte epargne,paiement mensuel epargne avril carte bancaire,EPARGNE
para pharmacie,paiement soins medicaux manar,SANTE
Taxi Tunis,bus pass marsa 7560,TRANSPORT
kfc,paiement snack paiement tunis,RESTAURANT
boucherie slim,courses maison tunis,ALIMENTATION
Random Pay,transaction non classee 770,AUTRE
LIVRET,reservation argent mars 2858,EPARGNE
فاتورة,wifi abonnement mars,FACTURES
wifi bill,mobile recharge,FACTURES
Steam,achat console game famille 4167,LOISIRS
Water Service,paiement facture internet avril,FACTURES
plan epargne,paiement virement epargne mars 6543,EPARGNE
pharmacie,achat medicament sousse 3316,SANTE
عيادة,medical appointment manar 5712,SANTE
pstb,paiement frais universite 2026 mastercard,EDUCATION
apartment owner,paiement loyer mensuel aout en ligne,LOGEMENT
random pay,paiement service inconnu tunis 8529,AUTRE
uber,transport a tunis sfax,TRANSPORT
TRANSPORT PUBLIC,transport ville sousse en ligne,TRANSPORT
pizza hut,achat repas manar,RESTAURANT
لواج,uber trajet sfax,TRANSPORT
immo service,paiement loyer avril visa,LOGEMENT
ادخار,paiement epargne mensuelle avril 2502,EPARGNE
compte epargne,epargne versement fevrier,EPARGNE
cabinet medical,analyses sousse,SANTE
radiologie,paiement analyse sanguine sfax,SANTE
decathlon,paiement en ligne achat centre ville,SHOPPING
bolt,paiement transport a tunis en ligne,TRANSPORT
orange,utility paiement juin visa,FACTURES
BERSHKA,fashion achat centre ville,SHOPPING
Formation Center,paiement university paiement avril,EDUCATION
أوريدو,paiement utility paiement mai 2887,FACTURES
water service,paiement facture d'electricite fiber,FACTURES
مكتبة,paiement school tuition avril 5532,EDUCATION
xyz123,paiement non classe paiement ref001,AUTRE
epicerie nour,mouneh maison bizerte 752 carte,ALIMENTATION
Wallet Reserve,paiement epargne contribution mai,EPARGNE
syndic,syndic building frais janvier,LOGEMENT
agence immobiliere,frais logement fevrier,LOGEMENT
compteepargne,virement epargne avril 3787,EPARGNE
Rent Apartment,frais logement mars,LOGEMENT
عيادة,paiement achat medicaments 2965,SANTE
agence immobiliere,paiement loyer septembre 6104,LOGEMENT
SAVINGS TRANSFER,placement personnel avril,EPARGNE
decathlon,personal care achat en ligne en ligne,SHOPPING
قهوة,lunch meal centre ville carte bancaire,RESTAURANT
bonus entreprise,prime de performance juin 2048 en ligne,SALAIRE
تكسي,course taxi,TRANSPORT
cafe ben yedder,commande repas manar,RESTAURANT
barber shop,paiement coupe cheveux marsa en ligne,SHOPPING
investment saving,paiement placement personnel mars,EPARGNE
Isp Tunis,facture internet 4g 7195,FACTURES
CAMPUS SERVICE,course abonnement semestre 2,EDUCATION
epicerie el amen,paiement epicerie quotidienne gabes 4077,ALIMENTATION
internet provider,mobile recharge avril,FACTURES
transport public,paiement trajet paiement bizerte,TRANSPORT
ooredoo,paiement facture d'electricite tunis,FACTURES
electric company,utility paiement maison 6105,FACTURES
مطعم المزة,paiement diner famille centre ville,RESTAURANT
spotify,abonnement plateforme avril 602,LOISIRS
سنديك,apartment location avril 6350,LOGEMENT
esprit,en ligne course semestre 1,EDUCATION
autre transaction,operation non connue 2026 5624,AUTRE
property service,maison loyer paiement mai,LOGEMENT
payroll,salaire paiement mai,SALAIRE
saving account,investment epargne juin,EPARGNE
خدمة,paiement autre paiement,AUTRE
METRO,trajet tunis marsa visa,TRANSPORT
salary transfer,paiement revenu mensuel fevrier,SALAIRE
hm,paiement achat clothes en ligne,SHOPPING
bolt,transport quotidien bizerte carte bancaire,TRANSPORT
عملية,service inconnu tunis,AUTRE
laboratoire,doctor visit en ligne,SANTE
xyz123,operation diverse ref778 en ligne,AUTRE
pstb,book achat 2026,EDUCATION
restaurant el bey,paiement cafe sousse 8307,RESTAURANT
khallas unknown,paiement inconnu 2026,AUTRE
عملية,paiement operation diverse ref001 mastercard,AUTRE
sntri,paiement transport ville ariana 2749,TRANSPORT
xbox,paiement streaming service premium,LOISIRS
EPARGNE,paiement epargne mensuelle juin 440,EPARGNE
magasin general,paiement epicerie quotidienne lac 6760,ALIMENTATION
xyz123,paiement operation non connue en ligne,AUTRE
sonede,facture mobile mai,FACTURES
Paie,paie mensuelle avril virement,SALAIRE
EPICERIE NOUR,paiement grocery achat en ligne,ALIMENTATION
pizza hut,commande repas manar,RESTAURANT
salarytransfer,mensuel salaire,SALAIRE
virement employeur,virement salaire juin,SALAIRE
loyer,paiement loyer septembre 4510,LOGEMENT
pharmacie,analyse sanguine manar,SANTE
SERVICE INCONNU,divers ref778,AUTRE
location maison,syndic building frais aout,LOGEMENT
amazon,achat sport en ligne,SHOPPING
Gare Routiere,transport a tunis ariana 5195,TRANSPORT
عملية,paiement inconnu operation ref001 4153,AUTRE
gaming store,abonnement netflix famille,LOISIRS
فاتورة,water facture,FACTURES
LOCATION MAISON,paiement loyer mars,LOGEMENT
fast food,paiement makloub chawarma 4922,RESTAURANT
PARFUMERIE,coupe cheveux ariana 8636,SHOPPING
investment saving,paiement virement to epargne juin,EPARGNE
esprit,paiement en ligne course mars 2948,EDUCATION
salary transfer,virement salaire avril 9572,SALAIRE
لواج,course taxi sfax,TRANSPORT
Pharmacie,consultation medicale manar,SANTE
Taxi,transport a tunis 4239,TRANSPORT
salary,paiement versement employeur,SALAIRE
تكسي,transport quotidien tunis,TRANSPORT
gare routiere,transport ville marsa mastercard,TRANSPORT
property service,paiement maison loyer paiement mars,LOGEMENT
xyz123,paiement inconnu 2026 5620 visa,AUTRE
wallet reserve,mensuel epargne janvier,EPARGNE
KHALLAS UNKNOWN,paiement autre paiement tunis,AUTRE
عملية,paiement operation diverse 4344,AUTRE
SAVINGS TRANSFER,reservation argent,EPARGNE
سينما,film weekend premium en ligne,LOISIRS
سينما,abonnement netflix 6685,LOISIRS
wallet reserve,paiement mensuel epargne mars 1292,EPARGNE
kfc,dejeuner manar,RESTAURANT
GAME PASS,paiement achat console game famille 1605,LOISIRS
unknown service,paiement divers 2026 1099,AUTRE
سينما,weekend loisirs famille,LOISIRS
formationcenter,formation data science semestre 2,EDUCATION
salon beaute,mall achat en ligne,SHOPPING
shopping center,achat sport,SHOPPING
cabinet medical,pharmacy achat,SANTE
shawarmatime,paiement carte restaurant centre ville,RESTAURANT
hamma hajem,achat vetements marsa 9547,SHOPPING
game pass,music abonnement mensuel,LOISIRS
salon beaute,paiement haircut men marsa visa,SHOPPING
monthly payroll,paiement versement employeur mai 2875,SALAIRE
carrefour,paiement achat fruits legumes lac,ALIMENTATION
mg,supermarket achat sfax,ALIMENTATION
game pass,paiement achat console game mensuel,LOISIRS
wifi bill,paiement utility paiement mars,FACTURES
locationmaison,paiement loyer appartement septembre 2989,LOGEMENT
internet provider,paiement facture mars,FACTURES
PRIME,bonus entreprise juin,SALAIRE
taxi tunis,paiement transport lac,TRANSPORT
syndic,apartment location aout,LOGEMENT
salary,paiement salaire paiement mai visa,SALAIRE
monoprix,achat alimentaire ariana,ALIMENTATION
paie,salaire paiement fevrier,SALAIRE
saving account,virement to epargne mars,EPARGNE
louage,paiement trajet paiement bizerte,TRANSPORT
internetprovider,paiement facture tunis,FACTURES
game pass,music abonnement mars,LOISIRS
aziza,epicerie quotidienne nabeul 3472,ALIMENTATION
shoppingcenter,paiement coupe cheveux marsa carte bancaire,SHOPPING
مطعم المزة,dejeuner manar,RESTAURANT
FRESH MARKET,mouneh maison sousse,ALIMENTATION
yum yum,pizza commande centre ville,RESTAURANT
loyer,paiement loyer mai 3782,LOGEMENT
كراء,loyer appartement mars,LOGEMENT
مطعم,snack paiement,RESTAURANT
fruits shop,achats menageres sousse,ALIMENTATION
steg,paiement water facture 4g 8966,FACTURES
قهوة,repas diner la marsa,RESTAURANT
pharma plus,achat medicament tunis,SANTE
pharmacie,consultation medicale ariana 1695 visa,SANTE
سنديك,maison loyer paiement aout,LOGEMENT
louage,bus pass sfax,TRANSPORT
fruits shop,achat epicerie,ALIMENTATION
coursera,paiement frais universite semestre 1,EDUCATION
مختبر,achat medicament sousse,SANTE
paie,prime de performance mars 9675,SALAIRE
rapidtransport,ticket metro lac,TRANSPORT
